url_path,views_total,views_unique
/Inria-NERV/happyFeat,4,3
/Inria-NERV/happyFeat/tree/main/happyfeat,1,1
/Inria-NERV/happyFeat/tree/main/happyfeat/templates-connectivity,1,1
