url_path,views_total,views_unique
/Inria-NERV/happyFeat,10,6
/Inria-NERV/happyFeat/tree/main/happyfeat,8,2
/Inria-NERV/happyFeat/blob/main/happyfeat/templates-mixed-bcinet/sc2-train-composite.xml,6,2
/Inria-NERV/happyFeat/tree/main/docs,3,2
/Inria-NERV/happyFeat/tree/main/happyfeat/templates-mixed-bcinet,3,2
/Inria-NERV/happyFeat/tree/main,2,2
/Inria-NERV/happyFeat/blob/BCINET_version/happyfeat/bcipipeline_setup.py,2,1
/Inria-NERV/happyFeat/blob/BCINET_version/happyfeat/happyfeat_welcome.py,2,1
/Inria-NERV/happyFeat/blob/main/happyfeat/templates-connectivity/sc2-train-composite.xml,2,1
/Inria-NERV/happyFeat/blob/main/happyfeat/templates-mixed-bcinet/sc2-extract.xml,2,1
