time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-14 00:00:00+00:00,31,11,1,1
2026-06-15 00:00:00+00:00,17,8,0,0
2026-06-16 00:00:00+00:00,18,6,0,0
2026-06-17 00:00:00+00:00,14,8,0,0
2026-06-18 00:00:00+00:00,26,7,0,0
2026-06-19 00:00:00+00:00,26,5,0,0
2026-06-20 00:00:00+00:00,21,7,0,0
2026-06-21 00:00:00+00:00,44,11,0,0
2026-06-22 00:00:00+00:00,53,15,7,1
2026-06-23 00:00:00+00:00,33,8,0,0
2026-06-24 00:00:00+00:00,33,8,0,0
2026-06-25 00:00:00+00:00,40,9,1,1
2026-06-26 00:00:00+00:00,3,3,1,1
2026-06-27 00:00:00+00:00,9,4,0,0
