url_path,views_total,views_unique
/Inria-NERV/happyFeat,7,7
/Inria-NERV/happyFeat/tree/main/happyfeat,1,1
/Inria-NERV/happyFeat/tree/main/happyfeat/toolbox-scenarios,1,1
