time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,14,5,0,0
2026-05-10 00:00:00+00:00,14,5,0,0
2026-05-11 00:00:00+00:00,18,5,7,1
2026-05-12 00:00:00+00:00,1,1,0,0
2026-05-13 00:00:00+00:00,35,11,1,1
2026-05-14 00:00:00+00:00,9,5,0,0
2026-05-15 00:00:00+00:00,23,8,0,0
2026-05-16 00:00:00+00:00,10,5,0,0
2026-05-17 00:00:00+00:00,7,3,0,0
2026-05-18 00:00:00+00:00,7,2,0,0
2026-05-19 00:00:00+00:00,10,5,0,0
2026-05-20 00:00:00+00:00,20,7,0,0
2026-05-21 00:00:00+00:00,14,5,0,0
2026-05-22 00:00:00+00:00,8,3,0,0
