url_path,views_total,views_unique
/Inria-NERV/happyFeat,8,6
/Inria-NERV/happyFeat/graphs/commit-activity,1,1
/Inria-NERV/happyFeat/tree/main/docs,1,1
/Inria-NERV/happyFeat/tree/main/tests,1,1
/Inria-NERV/happyFeat/tree/main/tutorials,1,1
