url_path,views_total,views_unique
/Inria-NERV/happyFeat,5,4
/Inria-NERV/happyFeat/releases,1,1
/Inria-NERV/happyFeat/releases/tag/v0.3.0,1,1
/Inria-NERV/happyFeat/tree/main,1,1
/Inria-NERV/happyFeat/tree/main/happyfeat,1,1
