url_path,views_total,views_unique
/Inria-NERV/happyFeat/releases,3,3
/Inria-NERV/happyFeat/releases/tag/v0.1.0,2,2
/BCI-NET/happyFeat,1,1
/Inria-NERV/happyfeat,1,1
/Inria-NERV/happyFeat,1,1
