url_path,views_total,views_unique
/Inria-NERV/happyFeat,3,2
/Inria-NERV/happyFeat/tree/main/happyfeat,3,2
/Inria-NERV/happyFeat/tree/main/happyfeat/templates-connectivity,3,2
/Inria-NERV/happyFeat/activity,1,1
/Inria-NERV/happyFeat/blob/main/happyfeat/bcipipeline_setup.py,1,1
/Inria-NERV/happyFeat/blob/main/happyfeat/templates-connectivity/concat-runs.xml,1,1
/Inria-NERV/happyFeat/blob/main/happyfeat/templates-connectivity/mi-stimulations.lua,1,1
/Inria-NERV/happyFeat/blob/main/happyfeat/templates-connectivity/sc1-monitor-acq.xml,1,1
/Inria-NERV/happyFeat/compare,1,1
/Inria-NERV/happyFeat/issues,1,1
