time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-06 00:00:00+00:00,,,5.0,1.0
2023-09-11 00:00:00+00:00,1.0,1.0,,
2023-09-19 00:00:00+00:00,9.0,6.0,,
